season,episode,name,rating
11,33,Yosuga Collection! The Road to Becoming a Pokémon Stylist!!,6.6
11,34,The Koduck Roadblock!,6.1
11,35,Pokémon Summer School Course!!,7.0
11,36,Research Presentation: 'Legend of the Lake'!,7.2
11,37,It's Ghost Time After School,7.1
11,38,The Final Contest! Pokémon Triathlon!!,7.0
11,39,A Lean Mean Team Rocket Machine!,6.7
11,40,Dancing Gym Leader! Enter Melissa!!,6.7
11,41,Pachirisu Has a Fever! Two People Taking Care!?,6.9
11,42,Pokémon Contest! Kannagi Tournament!!,7.2
11,43,Ginga-dan Attacks!!: Part 1,7.0
11,44,The Floating Unidentified Mysterious Animal!?,6.7
11,45,Four Heavenly Kings Ryou! Forest of Meeting and Separation!,6.5
11,46,"Naetle, Hayashigame... and Dodaitose!",6.9
11,47,Enter Rival Trainer Jun!!,7.0
11,48,Yosuga Gym Match! Vs Melissa!!,6.9
11,49,Chaotic Melee in Mio City!,6.5
11,50,Double Team Turnover!,5.7
11,51,Sleepless In Pre-Battle!,7.7
12,1,Yokan and Rotom!/Crecelia VS Darkrai!,6.7
12,2,A Breed Stampede!,6.7
12,3,Rampard vs Trideps!!,6.9
12,4,Mio Gym Match! Steel Battle!!,7.7
12,5,The Stray Whalko!,6.7
12,6,Gen and Lucario!,7.4
12,7,The Ruins of Steel Island!,7.5
12,8,Pikachu-Pochama Drifting Chronicle!,7.1
12,9,The Mischievous Phione!,7.0
12,10,Pokémon Contest! Akebi Tournament!!,7.1
12,11,Wild Junsar and Accomplice Perap!,7.0
12,12,Yukimenoko in a Snowstorm!,7.0
12,13,Rocket-dan Breakup!?,6.7
12,14,PokéRinger! Big Decisive Sky Battle!!,6.8
12,15,Clash! Mammoo vs Bossgodora!!,6.9
12,16,"The Mysterious Creatures, Pocket Monsters!",5.8
12,17,The Lonely Yukikaburi!,6.3
12,18,Evolution! This Time for Pochama!?,6.8
12,19,Pokémon Contest! Tatsunami Tournament!!,6.7
12,20,Pokémon Ping Pong Tournament! Eteboth Does Her Best!!,6.5
12,21,Cherinbo! A Brave Battle!?,6.9
12,22,Miss Suzuna of the Trainers' School!,6.8
12,23,Kissaki Gym! Ice Battle!!,7.6
12,24,Battle Pyramid! Shinji vs Jindai!!,7.9
12,25,Resurrected Regigigas! J Returns!!,7.6
12,26,Denryu Train! Enter Handsome!!,6.8
12,27,Pedal to the Mettle!,7.4
12,28,Evolving Strategies!,7.5
12,29,Yuxie's Shadow!,7.4
12,30,King of the Forest! Mojumbo!!,6.8
12,31,Everybody Participate! Pokémon Hustle!!,6.4
12,32,Mt. Tengan Ruins! Ginga-dan Conspiracy!!,6.7
12,33,"Maril, Pochama, Elekid!!",6.7
12,34,Hikari vs Mama! Parent-Child Showdown!!,7.2
12,35,Rescue Dr. Okido! Nyorotono vs Gureggru!!,6.4
12,36,"Naty, Natio... Mysterious Forest!",6.4
12,37,"Tower Tycoon! That Man, Kurotsugu!!",6.8
12,38,The Worst Togepy Ever!,7.2
12,39,Dungeon Capture!? The Valley Powerplant!,6.8
12,40,Fukamaru! Got It!!,6.9
12,41,Pokémon Contest! Suiren Tournament!!,6.6
12,42,Satoshi and Hikari! Tag Battle!!,6.5
12,43,"Muma, Yamikarasu and the Dark Stone!",6.4
12,44,"Pikachu, Pochama, Keep Apart!!",6.4
12,45,The Red Chain! Activated by Ginga-dan!!,6.9
12,46,"Agnome, Yuxie, Emrit!/ Dialga and Palkia! The Final Battle!",7.7
12,47,The Treasure Is All Mine,6.5
12,48,The Air Battle Master Enters! Glion vs. Hassam!!,7.2
12,49,Double Battle! Mammoo and Hinoarashi!!,6.5
12,50,Fukamaru and Dragon Meteor Shower!,6.9
12,51,Johto Festa! Enter Chikorita and Waninoko!!,7.9
12,52,The Battle Finale of Legend!,7.3
12,53,Gotta Get a Gible!,6.4
13,1,Loud Roar! Jibacoil vs Metagross!!,6.8
13,2,Roaring Freezing Punch! Buoysel vs Barrierd!!,6.7
13,3,"Get Fired Up, Kabigon! King of the Pokéthlon!!",6.3
13,4,The Curtain Rises! Pokémon Contest: Asatsuki Tournament!!,7.2
13,5,Double Battle! Vs Plusle & Minun!!,7.2
13,6,Explosive Evolution! Goukazaru!!,7.7
13,7,Pochama Goes Astray!,6.2
13,8,Flint Sparks the Fire!,6.7
13,9,Liftoff! Nagisa Tower!!,6.7
13,10,The Beach Pokémon School!,6.3
13,11,"Fly, Shaymin! Far Into the Sky!!",6.7
13,12,Pokemon Ranger: Heatran Rescue Mission,6.5
13,13,Kikuno of the Four Heavenly Kings! Kabarudon vs Dodaitose!!,7.0
13,14,Togekiss Dance! The Princess's Pokémon Contest!!,6.9
13,15,Togekiss! The Magnificent Battle!!,6.4
13,16,Metamon: Transformation Battle! Which One Is the Real One!?,6.3
13,17,The Grand Festival Begins! The Art of Flame and Ice!!,7.5
13,18,"Mammoo, Pachirisu! Decide on the Ice Chandelier!!",7.5
13,19,The Semi-Finals! Who Is Heading to the Finals!?,7.8
13,20,Decisive Rival Showdown! Hikari vs Nozomi!!,7.0
13,21,Goodbye Rocket-dan! Love of Nyarth!?,6.3
13,22,Electric Shock Battle! The Final Badge!!,7.7
13,23,Satoshi vs Kengo! Sailing for Respective Roads!!,6.9
13,24,Treasure Hunter: Baku & Yajilon!,6.1
13,25,Eve of Battle! Satoshi's Pokémon All Together!!,7.0
13,26,Raise the Curtain! Shin'o League: Suzuran Tournament!!,7.3
13,27,Shin'o League Third Round! Shinji vs Jun!!,7.2
13,28,Trick Room of Terror! Satoshi vs Kohei!!,7.4
13,29,Rival Decisive Battle! Satoshi vs Shinji!!,8.1
13,30,A Real Rival Rouser,7.9
13,31,Full Battle! Shinji vs Satoshi!!: Part Two,8.2
13,32,The Semi-Final Frontier!,7.2
13,33,Pokémon Doctor: Takeshi!,6.3
13,34,Memories Are Made of Bliss!,7.2
14,1,Iris and Kibago!/To the Isshu Region! Zekrom's Shadow!,6.3
14,2,A Sandile Gusher of Change,6.7
14,3,Battle Club! A Mysterious Pokémon Appears!!,6.7
14,4,"Sanyou Gym! Vs Baoppu, Hiyappu and Yanappu!!",6.4
14,5,Site of Dreams! Munna and Musharna!,6.4
14,6,Tsutarja: Attracted by Capture!?,6.8
14,7,Darumakka and Hihidaruma! The Secret of the Clock Tower!!,6.6
14,8,Out of Control Pendra! Rescue Kibago!,6.4
14,9,Rival Battle! Strong Opponent Pururiru!,6.3
14,10,A Home for Dwebble!,6.5
14,11,The Yabukuron Squad and the Secret Base!?,6.4
14,12,Chillarmy Is a Neat Freak!?,6.4
14,13,Shippou City! Big Adventure at the Museum!!,6.6
14,14,The Battle According to Lenora!,6.4
14,15,Shippou Gym Rematch! Explosive New Move!!,6.3
14,16,The Wild Child That Hatched from the Egg!,6.4
14,17,Yaguruma Forest! Kurumiru and Arti!!,6.4
14,18,A Connisseuer's Revenge,6.3
14,19,Pikachu vs Meguroco vs Koaruhie!!,6.3
14,20,The Lost World of Gothitelle!,6.6
14,21,Hiun City! Fushide Panic!!,6.3
14,22,Hiun Gym Match! Purehearted Bug PokéMon Battle!!,6.5
14,23,Beware of Cute Faces! Emonga Paralyzes!!,6.4
14,24,Emonga vs Tsutarja! The Volt Change Chaos!!,6.4
14,25,The Scary Story of the Hitomoshi Mansion!,6.4
14,26,The Road to Become a Dragon Master! Kibago VS Crimgan!!,6.4
14,27,The Missing Hotachi! Mijumaru's Biggest Crisis Ever!!,6.3
14,28,The Monmen in Love Rides the Wind!,6.4
14,29,Ligray and the UFO!,6.3
14,30,"Rival Battle! Vanipeti, Dokkora Compete in a Battle!!",6.6
14,31,"Gamagaru, Maggyo! Battle on the Waterfront!!",6.3
14,32,Iris and Exadrill Against the Dragon Buster!,6.3
14,33,Dangoro! Let's Fire the Luster Cannon!!,6.3
14,34,Sommelier-Detective Dent! Tabunne Disappearance Case!!,6.4
14,35,Fossil Revival! Ancient Mysterious Bird Archeos!!,6.8
14,36,The Fishing Sommelier - Dent Appears!,6.4
14,37,Movie Time! Zorua in 'The Legend of the Pokemon Knight',6.3
14,38,Reunion Battles at Nimbasa,6.4
14,39,Fierce Fighting Don Battle! Tsutarja VS Komatana!!,6.5
14,40,Climactic Don Battle! Emonga VS Dageki!!,6.3
14,41,Decisive Don Battle! Satoshi VS Iris!!,6.2
14,42,Nyagotiator Nyarth! Zuruzukin Persuasion Tactics!!,6.4
14,43,Purrloin: Sweet or Sneaky?,6.4
14,44,Ohbem and Doublan and the Dream Thief!,6.4
14,45,Nyagotiator Nyarth! Break Through Tunbear Forest!!,6.3
14,46,Flat-out Run! Battle Subway!! - Part 1,6.6
14,47,Flat-out Run! Battle Subway!! - Part 2,6.7
15,1,The Gym Leader Is a Charisma Model! Kamiture Appears!!,6.9
15,2,Dazzling the Nimbasa Gym!,6.3
15,3,Lost at the Stamp Rally!,6.4
15,4,Ash Versus the Champion!,6.3
15,5,A Maractus Musical,6.2
15,6,The Four Seasons of Sawsbuck!,6.5
15,7,Scraggy and the Demanding Gothita!,6.2
15,8,The Lonely Deino!,6.4
15,9,The Mighty Accelguard to the Rescue!,6.3
15,10,A Call for Brotherly Love!,6.5
15,11,Stopping the Rage of Legends!: Part 1,6.6
15,12,Stopping the Rage of Legends!: Part 2,6.5
15,13,Battling the King of the Mines!,6.5
15,14,Crisis at Chargestone Cave!,6.3
15,15,Evolution Exchange Excitement!,6.3
15,16,Explorers of the Hero's Ruin!,6.3
15,17,Battling the Bully!,6.8
15,18,Baffling the Bouffalant!,6.2
15,19,Cilan Takes Flight!,6.2
15,20,An Amazing Aerial Battle!,6.6
15,21,Climbing the Tower of Success!,6.3
15,22,The Clubsplosion Begins!,6.8
15,23,Search for the Clubultimate!,6.4
15,24,The Fiercely Fought Donamite! Kirikizan VS Enbuoh!!,6.2
15,25,Commanding the Clubsplosion Crown!,6.5
15,26,Rescue Kibago! Aiant's Nest!!,6.4
15,27,A Restoration Confrontation!: Part 1,6.4
15,28,A Restoration Confrontation! Part 2,6.4
15,29,Evolution by Fire!,6.6
15,30,Guarding the Guardian of the Mountain!,6.2
15,31,Caution: Icy Battle Conditions!,7.2
15,32,Clash of the Connoisseurs!,6.5
15,33,Crisis at Ferroseed Research,6.2
15,34,An Epic Defense Force!,6.5
15,35,Rocking the Virbank Gym!: Part 1,7.0
15,36,Rocking the Virbank Gym!: Part 2,7.2
15,37,All for the Love of Meloetta!,7.2
15,38,Pochama VS Yanappu! The Magnificent Battle!!,7.0
15,39,Expedition to Onix Island!,6.2
15,40,The Mystery of the Missing Cubchoo!,6.2
15,41,Iris and the Rogue Dragonite!,7.0
15,42,Jostling for the Junior Cup!,6.9
15,43,Battling Authority Once Again!,6.7
15,44,"Ash, Iris and Trip: Then There Were Three!",7.0
15,45,"Goodbye, Junior Cup - Hello Adventure!",6.7
15,46,The Road to Humilau!,6.7
15,47,Unrest at the Nursery!,6.7
15,48,Meloetta and the Undersea Temple!,7.6
15,49,Unova's Survival Crisis!,7.5
16,1,The Most Magnificent Pokémon in the World!? Chillaccino VS Tsutarja!,6.4
16,2,The Tag Battle of the Sky and the Earth!,6.8
16,3,Iris Returns to the Village of Dragons!,6.9
16,4,Soryu Gym! Iris VS Shaga!!,7.2
16,5,Team Eievui Moves Out! Pokémon Rescue Team!!,6.9
16,6,The Isshu League Higaki Conference Gets Underway! Satoshi VS Shooty!!,7.1
16,7,Fierce Fighting! Win Out in the Rival Battle!!,6.5
16,8,Kibago Gets Lost!,5.6
16,9,Dageki Appears! Satoshi VS Kenyan!!,7.0
16,10,Satoshi VS Kotetsu! Secret Weapon Sazandora!!,7.0
16,11,Isshu League Conclusion! Pikachu VS Lucario!!,6.2
16,12,The Araragi Institute! A New Journey!!,6.2
16,13,A Friend... His Name Is N!,6.6
16,14,The New Gym Leader - Cheren!,6.2
16,15,Achroma VS Handsome! Plasma-dan's Conspiracy!!,6.4
16,16,The Foggy Sangi Ranch! Denryu's Light!!,6.2
16,17,"N, Again! Operation Rescue Warrgle!!",6.7
16,18,The Pokémon Harbor Patrol!,6.3
16,19,"Burn, Lizardon! VS Kairyu!",7.3
16,20,Plasma-dan's Ambition! The Controlled Pokémon!!,7.1
16,21,N's Secret... To the Other Side of the Mist!,7.1
16,22,Rocket-dan VS Plasma-dan! Nyarth and Achroma!!,6.9
16,23,The White Ruins! Satoshi VS N!!,7.1
16,24,Plasma-dan Attacks! Ceremony of Revival!!,7.5
16,25,Reshiram VS N! Beyond Truth and Ideals!!,7.2
16,26,"Farewell, Isshu! Setting Sail Once Again!!",6.8
16,27,The Dangerously Sweet Honey!,6.3
16,28,Sommelier Detective Dent! The Locked Room of the Ocean!!,6.3
16,29,Goodbye Mijumaru!? The Path to Being Hotachi King!,6.3
16,30,Phantom Island! The Zoroark in the Fog!!,6.4
16,31,Rotom VS Dr. Okido!,6.6
16,32,The Pirate Kings of the Decolora Archipelago!,6.4
16,33,Satoshi and Butterfree! Until the Day We Meet Again!!,6.4
16,34,Satoshi and Iris's Severed Relationship!? The Path of Separation!!,6.4
16,35,Wish on Jirachi! The Seven-Day Miracle!!,6.8
16,36,Shining Flying Saucer! Ohbem's Town!!,6.3
16,37,Pansy Appears! Erikiteru and Gogoat!!,6.8
16,38,Mystery of the Treasure! Deserted Island Adventure!!,6.4
16,39,Ibuki and Iris! The Different Colored Crimgan!!,6.7
16,40,Onvern Appears! Legend of the Comet and the Hero!!,6.8
16,41,"Go, Go Gogoat!",6.6
16,42,Emonga Joins Rocket-dan!,6.6
16,43,Dent VS the Ice Challenger! The Crisis of Sanyou Gym!!,7.0
16,44,Best Wishes! Until the Day We Meet Again!!,6.9
16,45,"My Dream, Pokémon Master!!",6.9
16,46,Dent and Takeshi! Gyarados's Imperial Rage!!,8.0
17,1,We've Arrived in the Kalos Region! Dreams and Adventures Begin!!,7.3
17,2,Mega Evolution and the Prism Tower!,7.7
17,3,Keromatsu VS Yayakoma! Aerial Battle Maneuvers!!,6.7
17,4,Pikachu and Dedenne! Cheek Rub!!,6.6
17,5,The Hakudan Gym Battle! The Magnificent Viviyon's Dance Battle!!,7.2
17,6,Decisive Battle on the Ice! Pikachu VS Viviyon!!,7.2
17,7,Leave It to Serena!? The Exciting Sihorn Race!,6.9
17,8,Pokémon Trimmer and Trimmien!,6.4
17,9,Subdue Miare Gym! Citron's Secret!!,6.9
17,10,Harimaron VS Mega-Mega Nyarth!!,6.6
17,11,Pursuit in the Bamboo Forest! Yancham and Goronda!!,6.3
17,12,Capture the Pokémon Buyer! The Kofuurai Impersonation Plan!!,6.5
17,13,Nymphia VS Keromatsu! Big Commotion in the Kindergarten!!,6.2
17,14,The Mysterious Rain Shelter! Nyasper Is Watching!!,7.0
17,15,Harimaron VS Mafoxy! A Diet Battle!?,6.5
17,16,"Dedenne Is Pichu, Pichu Is Dedenne...!?",6.3
17,17,Keromatsu VS Gekogashira! Ninja Battle!!,7.0
17,18,Wake Up Kabigon! Battle in Parfum Palace!,6.3
17,19,Madame X's Plot! The Scary Calamanero!!,7.3
17,20,Battle Chateau Challenge! Viola VS Zakuro!!,7.0
17,21,A PokéVision of Things to Come!,6.4
17,22,Fish Up the Golden Koiking!!,6.2
17,23,The Bond of the Aurora! Amarus and Amaruruga!!,6.2
17,24,An Undersea Place to Call Home!,6.3
17,25,Shoyo Gym Battle! Pikachu VS Chigoras!!,7.2
17,26,Peroppafu and Peroream!! The Sweet Battle isn't a Piece of Cake!?,6.2
17,27,Flabebe and the Fairy Flower!,6.4
17,28,Champion Carnet Appears! Mega Sirnight in the Mist!!,6.4
17,29,Ta-da! Fake Satoshi Appears!!,6.3
17,30,Corni and Lucario! The Secret of Mega Evolution!!,6.8
17,31,Lucario VS Bursyamo! The Cave of Trials!!,6.9
17,32,Mega Lucario VS Mega Lucario! The Wave-Guiding Storm!!,7.9
17,33,Calling from Beyond the Aura!,7.2
17,34,Mega Lucario VS Mega Kucheat! The Bonds of Mega Evolution!!,7.1
17,35,Champion of the Forest! Luchabull Appears!!,7.4
17,36,A Sky Battle!? Luchabull VS Fiarrow!!,6.8
17,37,Reflection Cave! Mirror World Satoshi and Satoshi!?,6.9
17,38,Forging Forest Friendships!,6.4
17,39,Pokémon Summer Camp! Enter the Rival Trio!!,6.4
17,40,Serena VS Sana! Pokévision Showdown!!,6.4
17,41,PokéEnteering! The X in the Mist!,6.7
17,42,Battling Into the Hall of Fame!,6.8
17,43,Master Tower! The History of Mega Evolution!!,7.3
17,44,Shara Gym Match! Pikachu VS Mega Lucario!!,7.9
17,45,Citron VS Eureka!? A Sibling Battle for Nyaonix!!,6.2
17,46,The Clumsy Pukurin VS the Rampaging Bohmander!!,6.2
17,47,Serena's First Capture!? Yancham VS Fokko!!,7.0
17,48,Citron's Campus of Memories! An Electrifying Reunion!,7.0
17,49,Bonnie for the Defense!,6.2
18,1,Pathways to Performance Partnering!,7.3
18,2,"Dance, Yancham - Captivate, Fokko! The Dance for Tomorrow!!",6.4
18,3,When Light and Dark Collide!,6.9
18,4,Ninja Arts Showdown! Gekogashira VS Gamenodes!!,7.5
18,5,Serena's Earnest! The Wild Meecle Race!!,7.1
18,6,Calamanero VS Maaiika! The Bonds that Would Save the World!!,7.6
18,7,The Weakest Dragon!? Numera Appears!,7.3
18,8,"Do Your Best, Dedenne! Do it for Numera!!",7.2
18,9,Vanipeti Panic! An Ice-Covered Whiteout!!,6.8
18,10,Hiyoku Gym Battle! Gekogashira VS Gogoat!!,7.2
18,11,Satoshi and Serena's First Date!? The Tree of Promises and the Presents!!,8.0
18,12,Aim to be the Kalos Queen! Serena Makes Her Debut!,7.9
18,13,"Decisive Battle in the Badlands! Fight, Numera!!",6.9
18,14,Protect the Future of Science! The Electric Labyrinth!!,6.7
18,15,A Fork in the Path of Indecision!? Musashi and Sonans!,7.2
18,16,Fokko VS Mahoxy! A Splendid Performance Battle!!,6.8
18,17,Kameil and Raichu Appear! Good Luck Numeil!!,6.7
18,18,The Miare City Investigation! Citroid VS Black Citroid!!,6.9
18,19,Miare Gym Battle! Satoshi VS Citron!!,8.4
18,20,The Coveted Mega Evolution! Gaburias's Bonds!!,7.1
18,21,Battle in the Wetlands! Numelgon VS Florges!,6.9
18,22,Hoopa's Surprise Ring Adventures,6.9
18,23,"Conclusion! Numelgon, Somewhere Over the Rainbow!!",7.1
18,24,The Worst Luck? Eureka VS Nyarth!!,6.8
18,25,The Scary House's Hospitality!,6.9
18,26,Battle at the Fashion Show! Tatsubay VS Shushupu!,6.9
18,27,Kunoe Gym Battle! The Beautiful Fairy Trap!!,8.0
18,28,Three-Match Rival Battle! Towards the Future!!,7.1
18,29,"The Wind, the Egg and Onbat!",6.9
18,30,Pikachu Becomes a Star!? Its Movie Debut!! / How to Pikachu The Movie! OK! Action!! / The Lightning-fast Hero! Super Pikachu!! / Pikachu's Shocking Bloopers,7.2
18,31,Fierce Battle in the Monster Ball Factory! Pikachu VS Nyarth!!,7.0
18,32,Tairenar and Yancham!! A Captivating Fiery Performance!!,7.5
18,33,Rotom's Wish!,6.9
18,34,"The Pumpjin Festival! Farewell, Bakeccha!?",6.9
18,35,Crossing the Snow Mountains! Mammoo and Yukinooh!,6.9
18,36,Harimaron! Its First Errand!!,6.9
18,37,A Broken Twig and a Broken Heart! Tairenar's Strong Feelings!!,6.8
18,38,Photo Op on Fire! Snap the Legend!!,7.4
18,39,Eureka the Caretaker! The Spoiled Chigoras!!,7.1
18,40,Memories of the Train! Citron and Horubee!!,6.6
18,41,The Eievui Who is Shy of Strangers!? Capture at the Flower Garden!!,6.9
18,42,Tag Team Inspiration!,7.0
18,43,A Performance Pop Quiz!,6.7
18,44,The Crisis in Kalos! The Battle of the Giant Sundial!!,8.3
18,45,The Double Battle in the Hyakkoku Gym! Gojika's Future Sight!!,8.8
19,1,Z's Explosive Birth! What Lurks in Kalos!!,7.9
19,2,Hot-blooded Hariborg! Puni-chan is Being Targeted!!,6.5
19,3,Mega Tabunne VS Giga Giga Nyarth!!,6.4
19,4,Shishiko and Kaenjishi! A Fiery Journey!!,7.0
19,5,"Pikachu, Sees Puni-chan's Dream!",6.9
19,6,Welcome to the Ninja Village! The Legend of the Heroic Gekkouga!!,7.2
19,7,Decisive Battle in the Ninja Village! Gekogashira VS Kirikizan!,8.0
19,8,"Dance, Eievui! Its TryPokaron Debut!",6.9
19,9,Terminus Cave! The Mystery of Z is Set in Motion!!,7.1
19,10,Eureka and Puni-chan!,7.2
19,11,A Windswept Encounter!,6.7
19,12,Satoshi and Serena! Catch One at the Dance Party!!,7.9
19,13,The Strongest Mega Battle! Gekkouga VS Mega Lizardon!!,8.1
19,14,The Explosive Ground Force! The Zygarde Capture Operation!!,8.0
19,15,The Brigarron from the Wilderness! The Tree-planting Robon!,6.7
19,16,"The Master Class Trial! What Will You Do, Serena!?",7.5
19,17,Thunder and Onvern! The Lightning of Anger!,8.0
19,18,Left and Right! The Kametete's Swaying Heart!!,6.7
19,19,Master Class Is in Session!,7.9
19,20,Elle VS Serena! Open the Door to the Future!!,7.9
19,21,A Bride for Citron!? Eureka's S'il-vous-plaît Panic!,7.0
19,22,Serena Becomes Satoshi! The Strongest Pikachu Showdown!,8.1
19,23,Satoshi and Alain! Gekkouga VS Mega Lizardon Once Again!!,8.3
19,24,The Forest's Curse and the White Bokurei!,6.7
19,25,Satoshi VS Champion Carnet! VS Mega Sirnight!!,7.2
19,26,Rival Showdown! Satoshi VS Shota!!,7.5
19,27,Eisetsu Gym Battle! Battlefield of Ice!!,7.1
19,28,The Bewildering Woods... The Dawn of Evolution!,7.3
19,29,Satoshi Gekkouga VS Mega Yukinooh! Unleash the Giant Water Shuriken!!,7.9
19,30,Find Melecie! Numelgon and Dedenne!!,6.6
19,31,The Explosive Heat at the Mechanical Festival!,6.6
19,32,The Kalos League Begins! The Mega Lizardon Showdown: X VS Y!!,7.0
19,33,Mega Jukain VS Raichu! I Received Some Experience Points!,7.2
19,34,The Semifinal Full Battle! Satoshi VS Shota!!,8.3
19,35,Decisive Rival Battle! Satoshi Gekkouga VS Mega Jukain!!,8.7
19,36,"Fierce Fighting at the Kalos League! Gather, All of My Passion!!",7.4
19,37,Kalos League Finale! Satoshi vs Alan!,8.5
19,38,Kalos League Victory! Satoshi's Greatest Decisive Battle!,6.7
19,39,Flare Gang Attack! The Zygarde at the Prism Tower!!,7.6
19,40,The Shocking Zygarde VS Zygarde! The Breaking World!!,7.9
19,41,Attack on Miare Gym! The Citroid Forever!!,8.0
19,42,The Advancing Megalith! The Kalos Line of Defense!!,8.2
19,43,Zygarde Fights Back! The Final Battle for Kalos!!,8.4
19,44,Starting from Zero! Citron's Decision!!,7.1
19,45,The Last Battle with Satoshi! Serena's Choice!!,7.1
19,46,"Farewell, Satoshi Gekkouga! Xerosicy's Counterattack!!",7.6
19,47,The Endless Zero! Until the Day We Meet Again!!,8.5
19,48,The Legend of XYZ!,7.6
20,1,"Alola! The Starting Island, the Starter Pokémon!!",6.9
20,2,"The Guardian Deity Kapu-Kokeko Appears! Challenge, Our Z-Move!!",7.1
20,3,"Hello, Roto, I'm the Rotom Pokédex, Roto!",7.2
20,4,It's Mokuroh! Catching Pokémon in Alola!!,7.5
20,5,"Ashimari, Give it Your bALLoon!",6.9
20,6,The Shocking and Prickly Togedemaru!,6.8
20,7,That's Why Litten Is a Scamp!,7.4
20,8,Who'll Be in Charge of the Egg?,7.0
20,9,The Leader Pokémon is Dekagoose!,7.5
20,10,Will the Z-Move Work! Challenge the Grand Trial!!,7.8
20,11,Young Kiawe Had a Farm!,6.9
20,12,"The Sun, the Scare, the Secret Lair!",7.2
20,13,The Big Alola Pancake Race!,6.6
20,14,Getting to Know You!,7.4
20,15,Rocking Clawmark Hill!,7.4
20,16,They Might Not Be Giants!,7.2
20,17,Crystal-Clear Sleuthing!,6.4
20,18,A Seasoned Search!,7.0
20,19,A Guardian Rematch!,7.4
20,20,Partner Promises!,7.7
20,21,"Nyabby, Time to Begin the Journey!",8.6
20,22,A Shivering Shovel Search!,6.8
20,23,Getting the Band Back Together!,6.3
20,24,Alolan Open House!,7.3
20,25,A Team-on-Team Tussle!,7.1
20,26,"So Long, Sophocles!",6.3
20,27,A Glaring Rivalry!,7.7
20,28,Pulling out the Pokémon Base Pepper!,7.0
20,29,Lulled to La-La Land!,7.5
20,30,The Ol' Raise and Switch!,7.5
20,31,The Island Whisperer!,7.4
20,32,"Treasure Hunt, Akala Style!",7.1
20,33,"Big Sky, Small Fry!",7.2
20,34,Battle of Fire! Garagara Appears!!,7.3
20,35,Currying Favor and Flavor!,7.2
20,36,Trials and Determinations!,7.7
20,37,Iwanko and the Guardian Deity of the Ruins of Life!,7.7
20,38,Mimikkyu's Disguise!,7.4
20,39,Mallow and the Forest Teacher!,6.9
20,40,"Balloons, Brionne, and Belligerence!",7.0
20,41,Mounting an Electrifying Charge!,7.1
20,42,Alola at Kanto! Takeshi and Kasumi!!,8.7
20,43,When Regions Collide!,8.8
21,1,Satoshi to Hoshigumo! Fushigi na deai!!,7.4
21,2,Hoshigumo Panic! A Sudden Teleport!!,6.8
21,3,"The Shapeshifting Metamon, Find that 'mon!",6.9
21,4,Glazio and Silvady! The Mask of Punishment!!,7.4
21,5,Full Force Pose at the Sleepover!,7.1
21,6,"Lilie and Silvady, the Resurrected Memory!",7.4
21,7,Sauboh's Counterattack! The Kidnapped Hoshigumo!!,7.5
21,8,Lively Lilie! A Determined Runaway!!,7.0
21,9,Revealing the Stuff of Legend!,7.4
21,10,Rescuing the Unwilling,7.7
21,11,"Shine, Z-Power Ring! Super Full-Force 10,000,000 Volts!!",7.5
21,12,"Thank You, Solgaleo! Our Hoshigumo!!",6.8
21,13,"The Strong Sleeper, Nekkoara's Secret!",6.4
21,14,"Rotom, Can't Stop the Form Change!",6.6
21,15,"Don't Cry, Hidoide!",6.8
21,16,"Mao and Suiren, the Bittersweet Memories!",6.9
21,17,Lilie Soars Through the Air! The PokéSled Jump Tournament!!,6.8
21,18,Set Off! Our Ultra Guardians!!,7.2
21,19,The Evil Nyarth is an Alolan Nyarth!?,6.9
21,20,"Blaze, Nyabby! Overthrow Gaogaen!!",7.6
21,21,Turning Heads and Training Hard!,7.1
21,22,Smashing wth Sketch!,6.5
21,23,Love at First Twirl!,7.5
21,24,Real Life... Inquire Within!,7.2
21,25,"Rise and Shine, Starship!",7.0
21,26,The Young Flame Strikes Back!,7.5
21,27,Dewpider Ascending!,6.9
21,28,Sours for the Sweet!,6.9
21,29,Why Not Give Me a Z-Ring Sometime?,7.4
21,30,Tough Guy Trials!,7.1
21,31,Some Kind of Laziness!,7.0
21,32,A Battle Hand-Off!,7.4
21,33,Guiding an Awakening!,6.8
21,34,Twirling With a Bang!,7.2
21,35,Showering the World with Love!,7.8
21,36,Not Caving Under Pressure!,7.6
21,37,A Young Royal Flame Ignites!,7.8
21,38,"All They Want to do is Dance, Dance!",6.9
21,39,"Dummy, You Shrunk the Kids!",6.7
21,40,The Shape Love to Come!,7.2
21,41,The Long Vault Home!,7.0
21,42,I Choose Paradise!,7.3
21,43,Filling the Light with Darkness!,7.3
21,44,Full Moon and Many Arms!,7.7
21,45,The Prism Between Light and Darkness!,7.7
21,46,Connect to the Future! The Legend of the Radiant One!!,7.5
21,47,It's a Pikachu Outbreak! The Pikachu Valley!!,7.0
21,48,Kukui's Desperate Situation! Another Royal Mask!!,6.7
22,1,The Hero Lilliel and the Alolan Cane!,6.5
22,2,A Haunted House For Everyone!,7.2
22,3,Sparking Confusion!,6.6
22,4,Don't Ignore The Small Stufful!,7.0
22,5,No Stone Unturned!,7.0
22,6,"Bright Lights, Big Changes!",6.6
22,7,"We Know Where You're Going, Eevee!",6.7
22,8,Battling The Beast Within!,6.8
22,9,Parallel Friendships!,7.0
22,10,"Alola, Alola!",7.7
